respid,sample,comp,int_date,lang,cregion,state,density,usr,qs1,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
101936,2,1,180108,1,3,45,3, ,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,1,2, , ,1, ,2,2,2,2,2,2,1,porn and kid sites that easy acceible,5,1,70,1,2,2,47,1,6,4,2,1, , , ,1, ,8,1, ,8,2, , ,2,1.2771736,1.0315117
101937,2,1,180108,1,1,36,3,S,2,1,1,1,2,1,2, , ,1,2,2,1,1,2,2,2,2,1,2,2,2, , , , ,3,1,1,1, ,1,1,more flexible on buying things and looking up information,1,1,0, , , ,45,1,3,1,2,1, , , ,1, ,9,1, ,7,2, , ,1,1.5846364,2.0428872
101939,2,1,180108,1,1,50,1,R,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,1,1, , ,3, ,3,6,1,2,4,1,1,It has open databases for the universities,1,1,4,1,2,2,64,5,6,3,2,1,5, , ,4, ,6,3,2,1, , , ,2,0.4552856,0.5991277
101940,2,1,180108,1,3,47,3,U,2,2,1,2,4,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,4,1,4, ,1,1,Find anything on it,1,1,5,1,2,2,75,1,3,3,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.2538121,2.0428872
101941,2,1,180108,2,1,42,3,S,2,1,2,1,3,2, , , ,2,2,2,1,2,2,2,2,2,2,1,2,2, , , , , ,4,4,2, ,1,1,el resarollo y el GpS y la facilidad de comprar cosas,9,1,0, , , ,40,1,3,1,1,1, , , ,1,3,3,3,2,4,3, , ,2,1.1167691,0.8560337
101944,2,1,180108,1,3,51,4,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,1,1,1,2,1,3, ,2,3,3,3,2,1,4,1,1,information,1,1,10,1,2,1,35,1,5,1,2,1, , , ,1, ,8,4,9,5,2, , ,2,1.5999539,1.0726957
101945,2,1,180108,1,3,45,3, ,2,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,3,2, , ,1,1,keeps you informed of whats going on,1, ,3,1,2,2,64,6,4,3,2,2, , , ,2, ,2,2, ,9,9, , ,2,0.8327047,0.7562486
101946,2,1,180108,1,3,12,2,U,2,2,1,1,1,1,2, , ,1,1,9,1,1,2,2,1,2,1,2,2,2, , ,1, ,3,1,1,1,1,1,1,business,8,1,0, , , ,50,3,98,5,2,1, , , ,1, ,2,3,2,4,3, , ,2,1.226441,1.0194171
101947,2,1,180108,1,1,34,2,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,1,1, , ,1, ,3,2,1,1,2,3, , ,9,1,8,1,1,2,67,1,7,3,2,1, , , ,1, ,8,3,2,2,2, , ,2,0.548443,0.8924715
101948,2,1,180108,1,3,13,1,U,2,2,2,1,1,1,2, , ,2,1,2,1,1,1,1,1,2,1,2,2,2,3,3,1, ,3,2,2,2,4,1,1,speed up in pick up whatever you need to pick instantly,1,1,3,1,1,2,73,3,4,3,2,2, , , ,2, ,2,2, ,8,1, , ,1,0.4315549,0.9419892
101949,2,1,180108,1,3,47,3,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,4,4,1,1,"because of whatever we've gotten with it, you have information on your fingertios, it's however you use it",1,1,5,1,2,2,24,6,4,1,2,1, , , ,1, ,9,3,1,4,4, , ,2,1.6591974,1.0688991
101950,2,1,180108,1,3,51,5,S,2,2,1,1,1,1,8, , ,1,1,1,1,1,2,1,1,1,1,2,1,2, ,1,2,1,3,4,1,1,2,2,1,i think its kinda taken over as in online bullying,6,1,8,1,2,2,19,6,3,4,2,1, , , ,1, ,7,1, ,5,4, , ,1,2.1023544,1.8339588
101951,2,1,180108,1,2,39,3,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,1,1, ,2,3, ,4,1,1,1,2,1,1,knoweledge,1,1,6,1,1,2,56,1,7,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,0.5617034,0.5544767
101952,2,1,180108,1,1,36,3,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,1,1,2,1,1,it helps people stay connected to news and family,2,1,30,1,2,1,19,6,3,4,2,1, , , ,1, ,98,2, ,4,4, , ,2,2.112972,2.0428872
101953,2,1,180108,1,3,24,4,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,1,1,1,1,2, ,2,3,3,2,3,6,1,4,1,1,stay connected with friends,2,1,4,1,2,1,30,5,5,1,2,1, , , ,1, ,3,1, ,3,3, , ,1,1.9704056,1.5046566
101957,2,1,180108,1,2,38,1,S,2,1,2,2, , , , , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,4, , ,2,1,everybody knows everyhting about everybody,7, ,6,1,2,2,68,1,4,3,2,1, , , ,1, ,6,3,2,2,2, , ,1,0.6258701,0.8936901
101958,2,1,180108,2,2,27,3,S,2,2,1,1,2,1,2, , ,1,1,1,2,1,2,2,1,2,1,1,2,2, , ,1, ,3,3,3,2,2,3, , ,9,3,1,1,2,2,33,1,3,1,1,7, , , ,5,3,4,4,8,4,2, , ,2,1.1238677,0.9467479
101960,2,1,180108,1,2,27,5,U,2,2,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,1,2,5,5,1, ,5,3,1,1,1,1,1,access to info,1,1,50,1,2,2,47,1,8,2,2,1, , , ,1, ,9,2, ,3,2, , ,2,1.146941,0.9816391
101961,2,1,180108,1,3,48,5,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,2,2, ,1,1,1,1,3,4,2,4,1,1,quick response and informal,1,1,0, , , ,41,1,3,1,2,2, , , ,2, ,99,2, ,9,9, , ,1,1.3775745,1.0838721
101962,2,1,180108,1,3,48,2,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,1,1,1,1,2, , ,5,1,2,2,3,1,4,1,1,providing people with more informations faster and beingg able to connect people faster,1,1,97,1,1,1,32,6,6,1,2,1, , , ,1, ,9,3,1,1, , , ,2,1.2633829,0.9618978
101965,2,1,180108,1,3,48,5,U,2,2,1,1,1,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,1,1,4,3,3,2,2,1,3,1,4,1,1,it has level the playing field and made knowledge accessible to all.,1,1,30,1,2,2,32,1,6,1,2,1, , , ,1, ,7,3,2,2,2, , ,2,1.2605315,0.8996272
101966,2,1,180108,1,2,17,3, ,2,1,1,1,3,1,2, , ,2,1,1,2,2,2,2,1,2,2,2,2,2, , ,2, , ,1,1,2,2,1,1,allows people to access the information,1,1,0, , , ,42,1,6,1,2,1, , , ,1, ,99,1, ,5,4, , ,2,0.8882135,0.7411939
101968,2,1,180108,1,2,19,1,R,2,1,2,1,5,2, , , ,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,2,4,4, ,2,1,TO MANY PEOPLE saying whats on their mind when they shouldnt,3,9,0, , , ,49,6,4,1,2,1, , , ,1, ,4,4,8,1, , , ,2,1.4083262,1.4043523
101970,2,1,180108,1,1,36,5,U,2,1,1,1,1,1,2, , ,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,3,2,2,4,3,2,4,1,1,because it's given society acces to information we didn't have before,1,1,10,1,1,1,31,6,6,1,2,2, , , ,2, ,9,2, ,4,4, , ,1,0.6554329,0.5663572
101971,2,1,180108,1,2,29,4,S,2,1,1,1,8,1,2, , ,1,2,1,2,2,2,2,2,2,1,2,2,2, , , , ,4,2,2,2, ,1,1,beneficial,8,1,98,1,2,2,55,6,3,2,2,2, , , ,2, ,2,2, ,1, , , ,2,0.9289337,0.770072
101974,2,1,180108,1,2,17,1,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,1,2, ,3,1,3,3,3,5,1,5,3, , ,9,1,2,1,2,2,56,4,7,1,2,1, , , ,1, ,4,3,1,2,1, , ,2,0.7476425,0.841297
101975,2,1,180108,1,2,19,1,S,2,1,1,1,2,1,8, , ,1,1,1,1,2,2,2,1,2,2,2,2,2, , ,3, , ,1,4,1,2,1,1,out reach,8,1,12,1,1,2,65,1,4,3,2,1, , , ,1, ,7,1, ,2,2, , ,2,0.7733059,0.8936901
101976,2,1,180108,1,2,20,1,R,2,1,1,2,3,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,4,1,4, ,1,1,Working class people can get their points across,2,1,20,1,2,2,71,5,4,3,2,1, , , ,1, ,6,5,1,3,2, , ,1,0.6258701,0.8936901
101977,2,1,180108,1,2,38,1,S,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,2,2,2,2, , ,1, , ,2,2,3,3,1,1,keep in touch with people,2,1,0, , , ,60,1,4,6,2,1, , , ,1, ,5,3,1,2,2, , ,2,0.8499481,0.7874606
101978,2,1,180108,1,2,17,4,S,2,1,1,1,3,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,4, ,4,1,1,2,4,1,1,does a lot of teaching,1,1,0, , , ,62,1,3,3,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.2760178,1.3080962
101984,2,1,180108,1,2,27,5,S,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,1,1,1,1, ,1,1,look things up faster,1,1,0, , , ,46,6,4,1,2,1, , , ,1, ,4,1, ,4,1, , ,2,1.4720128,1.3178568
101985,2,1,180108,1,3,22,1,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,3,4,1,1,2,1,1,quick spread of information,1,1,70,2,2,1,19,6,4,2,2,1,2, , ,4, ,4,2, ,3,3, , ,1,1.969375,1.9379847
101986,2,1,180108,1,2,27,1,S,2,1,1,1,1,2, , , ,1,1,2,2,1,1,1,2,1,1,2,2,2,3,2, ,3,5,3,2,3,2,1,1,HELPING PEOPLE GET PLACES AND RESOURCES,1,1,98,2,2,1,22,6,3,4,2,1, , , ,1, ,98,3,1,4,4, , ,2,1.1732042,1.0616339
101988,2,1,180108,2,3,48,4,S,2,2,2,2, , , , , ,1,2,1,1,2,2,2,2,2,1,1,2,2, , , , ,1,4,2, , ,2,1,por tantas cosas que pasan ahorita,9, ,0, , , ,58,1,3,1,1,2,7, , ,4,3,3,3,2,4,4, , ,2,0.6903566,0.6547171
101989,2,1,180108,1,2,55,5,U,2,2,1,1,1,2, , , ,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,3,3,2,1,1,3,2,1,it spreads incorrect information,3,1,15,1,1,1,32,6,3,1,2,2, , , ,2, ,8,2, ,1, , , ,1,0.9576943,1.3763561
101990,2,1,180108,1,3,12,4,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,1,1,1,2,2, , ,1,2,2,4,1,2,4,3, , ,9,1,5,1,2,2,26,2,5,1,1,1, , , ,1,3,6,4,9,2,2, , ,2,0.8177375,0.4762836
101994,2,1,180108,1,2,55,5,U,2,2,1,1,2,2, , , ,1,1,2,1,2,2,2,1,2,1,2,1,2, , ,1, ,1,2,5,1,1,1,1,more access to information,1,1,12,1,2,1,30,6,6,1,2,1, , , ,1, ,4,3,2,2,2, , ,2,1.1814882,0.9262514
101995,2,1,180108,1,3,1,3,S,2,1,1,1,4,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,1,2, , ,4, ,2,1,2,3,3,1,1,all of the information,1,1,1,1,2,2,60,1,6,1,2,2, , , ,2, ,7,2, ,2,2, , ,1,0.3761749,0.4333029
101996,2,1,180108,1,3,48,1,S,2,1,1,1,2,2, , , ,1,1,2,1,2,1,1,1,2,1,2,2,2,5,1,1, ,3,1,1,1,3,3, , ,9,1,0, , , ,53,3,5,1,2,1, , , ,1, ,5,1, ,2,2, , ,1,1.2160755,1.3639857
101998,2,1,180108,1,2,18,2,S,2,1,1,1,2,2, , , ,2,2,2,2,2,2,2,2,2,1,2,2,2, , , , ,1,4,1,2, ,1,1,FOR COMPANIES & PEOPLE TO PLACE ORDERS,8,1,23,1,2,2,33,1,2,1,2,1, , , ,1, ,4,1, ,2,2, , ,2,1.2680281,1.1281549
101999,2,1,180108,1,3,21,2, ,2,1,1,2,3,1,1,1, ,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,2,4,4, ,2,1,media coverage,8,2,6,1,2,2,60,3,3,2,2,2, , , ,2, ,7,3,2,2,2, , ,2,0.8959595,0.8505258
102000,2,1,180108,1,3,48,3,U,2,1,1,1,1,2, , , ,1,1,1,1,1,2,2,2,1,1,2,2,1, , , ,1,1,2,4,2,4,1,1,HOW MUCH YOU CAN LEARN,1,3,4,1,2,2,25,6,5,1,2,2, , , ,2, ,98,2, ,1, , , ,2,1.4152873,0.9517269
102001,2,1,180108,1,2,39,3,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,2,2,5,3,3, ,3,2,1,1,4,1,1,being able to get information quiqly,1,1,12,1,1,1,51,1,6,1,2,1, , , ,1, ,7,1, ,4,4, , ,2,0.799113,0.7531548
102003,2,1,180108,1,1,42,4,U,2,1,1,1,2,1,2, , ,1,2,1,1,2,2,1,1,1,1,2,2,1, ,5,5,5,2,4,2,1, ,1,1,makes life alot easier for information,1,1,30,1,1,2,42,1,6,1,2,1, , , ,1, ,9,2, ,4,2, , ,2,0.8648214,0.6910332
102004,2,1,180108,2,3,48,5,S,2,2,1,1,2,2, , , ,2,1,1,2,2,2,1,1,1,1,1,2,2, ,2,1,2,2,1,1,1,1,1,1,Esta Al tanto de lo que sucede al rededor del mundo,9,1,0, , , ,26,1,4,4,1,1, , , ,1,3,2,3,2,3,2, , ,2,1.2603845,0.9444212
102005,2,1,180108,1,1,36,4,U,2,1,1,1,2,1,2, , ,1,2,2,1,1,2,2,2,2,1,2,2,1, , , , ,5,1,2,1, ,1,1,helps learning,1,1,2,1,2,2,65,1,8,1,9,9, , , ,9, ,99,3,8,2,2, , ,1,0.4027243,0.5866898
102006,2,1,180108,1,3,12,3,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,1,2, ,1,1, ,1,1,1,1,2,1,1,advancement in the world,1,1,15,1,2,2,27,5,5,1,1,2, , , ,2,2,4,3,2,6,3, , ,2,2.112972,1.908204
102008,2,1,180108,1,3,13,2,R,2,1,1,1,1,1,2, , ,1,1,2,1,2,1,1,1,2,1,2,2,2,3,5,1, ,2,2,2,4,3,1,1,commcation,2,1,1,1,2,2,73,1,6,2,2,2, , , ,2, ,6,3,2,2,2, , ,1,0.4368657,0.5556018
102011,2,1,180108,1,3,13,1,R,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,2,1,2,1,2,1,1,3, ,2, ,4,2,1,1,3,1,1,communication,2,1,52,1,2,1,69,1,7,1,2,1, , , ,1, ,9,3,8,2,2, , ,2,0.4998013,0.6019972
102014,2,1,180108,1,3,51,2,U,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,2,2, ,1,1,1,1,3,1,1,2,1,1,greater connection between people,2,1,6,1,2,1,19,6,3,4,2,1, , , ,1, ,7,2, ,4,3, , ,1,1.2166065,1.0345871
102018,2,1,180108,1,2,39,3,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,3, ,3,1,1,1,2,1,1,EDUCATION,1,1,6,1,2,1,45,1,6,1,2,1, , , ,1, ,9,2, ,4,2, , ,1,0.6467569,0.7531548
102019,2,1,180108,1,2,18,1,R,2,1,1,1,2,2, , , ,1,2,2,1,1,2,2,2,2,1,1,2,2, , , , ,1,1,1,1, ,1,1,Help people to find information and access to information,1,1,0, , , ,44,6,4,4,2,1, , , ,1, ,1,3,8,3,1, , ,2,1.5653536,1.3820497
102020,2,1,180108,1,1,36,3,S,2,2,1,1,3,2, , , ,1,1,2,2,2,2,2,1,2,2,2,2,2, , ,3, , ,3,1,2,4,1,1,KEEPS CONNECTED TO WORLD & WHATS GOIUNG ON,2,1,3,1,2,2,37,1,6,4,2,2, , , ,2, ,6,2, ,4,3, , ,2,1.2105975,1.0571606
102022,2,1,180108,1,3,12,4,S,2,2,1,1,2,1,1,1, ,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,3,1,3,3,1,1,1,2,1,because people just put things out there that don't need to be.the internet allows us to get information too fast.,3,1,7,1,2,2,19,6,4,4,2,1, , , ,1, ,7,1, ,2,2, , ,2,2.112972,1.6734262
102023,2,1,180108,1,3,51,4,S,2,1,1,1,1,1,2, , ,1,2,1,1,2,2,2,2,2,1,1,2,2, , , , ,2,4,1,3, ,1,1,information,1,1,0, , , ,60,1,1,1,2,3, , , ,3, ,8,2, ,3,3, , ,1,0.9785385,1.0263974
102024,2,1,180108,1,1,9,4,U,2,1,1,1,2,1,2, , ,1,1,2,1,2,1,2,1,2,1,1,2,1,2, ,1, ,2,2,5,5,2,1,1,helping advance,8,1,50,1,2,2,29,1,6,1,2,3, , , ,3, ,6,3,2,2,1, , ,2,0.8334389,0.730777
102026,2,1,180108,1,3,12,2,S,2,2,1,1,2,2, , , ,1,1,1,1,2,2,1,1,1,1,2,1,2, ,1,1,1,3,3,1,5,2,1,1,"helps with jobs & access to med records, research, college, connecting people",1,1,20,1,2,2,28,6,7,1,2,1, , , ,1, ,5,2, ,2,2, , ,2,1.2633829,0.9618978
102027,2,1,180108,2,3,48,5,U,2,1,1,1,3,2, , , ,1,2,2,2,2,2,2,2,2,1,2,2,2, , , , ,3,2,4,4, ,3, , ,9,3,0, , , ,50,1,1,4,1,7, , , ,5,3,3,2, ,4,2, , ,2,0.7398598,0.5309992
102029,2,1,180108,1,3,47,2,S,2,1,1,1,4,1,2, , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2, ,1,1,communication,2,1,4,1,2,2,73,5,5,1,2,1, , , ,1, ,5,1, ,1, , , ,2,0.8643014,0.870922
102030,2,1,180108,1,2,20,4,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,2,1, ,1,1, ,3,1,1,1,3,1,1,easy to connect with people all over the world and look up information,2,1,10,2,1,1,68,1,8,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.4487905,0.4953131
102032,2,1,180108,1,3,45,2,S,2,2,1,1,1,1,8, , ,1,1,1,1,1,2,1,2,1,1,1,1,2, ,1, ,1,1,2,1,1,1,1,1,it has changed the way we think as humans,8,1,97,1,2,1,18,6,3,4,2,2, , , ,2, ,98,4,1,8,7, , ,1,1.207771,1.0460154
102034,2,1,180108,1,3,47,1,R,2,1,1,2,3,1,2, , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,5,3,1, ,8, , ,9,1,0, , , ,82,1,4,3,2,1, , , ,1, ,5,2, ,2,2, , ,1,0.6677418,0.868002
102037,2,1,180108,1,3,40,1,R,2,1,1,1,2,2, , , ,1,1,1,1,2,2,1,1,2,1,2,2,1, ,2,1, ,2,1,1,1,2,1,1,increasing avialibity of infomration,1,1,20,1,1,1,57,1,7,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.5493365,0.53044
102041,2,1,180108,1,3,48,5,U,2,2,1,1,1,1,2, , ,1,1,2,1,2,1,2,1,2,1,2,1,1,5, ,1, ,3,2,2,1,4,1,1,connection and constant interaction and information,2,1,50,1,1,1,29,6,6,1,2,1, , , ,1, ,5,3,2,1, , , ,2,1.2605315,0.8996272
102042,2,1,180108,1,3,47,1,R,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,4, ,4,3,2,1,4,1,1,very useful to keep people informed,1,1,1,1,2,1,65,6,5,3,2,1, , , ,1, ,3,2, ,1, , , ,1,0.4827958,0.868002
102043,2,1,180108,1,3,48,3,U,2,1,1,1,1,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,1, , , , ,2,2,2,1, ,1,1,information,1,1,36,1,1,2,44,1,6,1,2,3, , , ,3, ,9,3,8,3,2, , ,2,1.1586747,0.9419595
102044,2,1,180108,1,3,48,5,U,2,1,2,1,5,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,6, ,1,1,better way of communicating,2,1,97,1,2,2,55,6,3,1,2,2, , , ,2, ,2,2, ,2,2, , ,1,0.7235025,0.7954651
102045,2,1,180108,1,3,48,1,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,1, ,3,6,1,1,4,2,1,confimation bias.,8,1,15,1,2,2,53,3,6,3,2,5,1, , ,4, ,7,3,1,2,1, , ,2,0.7016884,0.7149115
102046,2,1,180108,1,3,48,5,U,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,1,2,1, , , , ,3,4,1,5, ,1,1,social awareness,1,1,8,1,2,1,45,1,6,1,2,1, , , ,1, ,99,3,2,3,2, , ,2,0.8168606,0.6761288
102047,2,1,180108,1,3,28,1, ,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,1,1,for some it is,8, ,0, , , ,58,1,3,1,2,2, , , ,2, ,3,2, ,1, , , ,2,0.8552613,0.8476742
102049,2,1,180108,1,3,12,3,U,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,2,1,2,1,2,2,1,4, ,1, ,3,1,1,1,3,1,1,information,1,1,3,2,2,1,66,1,4,3,2,1, , , ,1, ,9,1, ,2,2, , ,1,0.7284529,0.8812548
102050,2,1,180108,1,3,48,2,U,2,2,1,1,1,1,3, , ,1,1,1,1,1,2,2,1,1,1,2,2,1, , ,1,5,5,2,1,3,3,3, , ,9,3,11,1,2,1,55,1,6,1,2,2, , , ,2, ,99,2, ,4,3, , ,1,0.5224745,0.5322896
102051,2,1,180108,1,3,5,3,S,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,1,2, ,5,3,1,2,3,1,2,1,2,1,kids watching killing,5,1,88,1,2,2,19,6,3,1,2,2, , , ,2, ,1,1, ,4,3, , ,2,1.3555804,1.0584256
102052,2,1,180108,1,3,48,3,U,2,2,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,2,1,1,1,2, ,3,4, ,2,5,1,1,3,1,1,"it promotes comunication learning,",1,1,25,1,2,1,70,1,6,3,1,1, , , ,1,3,6,2, ,2,2, , ,1,0.3761749,0.4333029
102053,2,1,180108,1,2,17,5,S,2,1,1,1,2,2, , , ,1,1,2,1,1,1,2,2,1,1,2,2,1,2, , ,1,2,2,2,1,3,1,1,"CONNECTS PEOPLE, INFORMATION MORE READILY AVAILABLE",2,1,6,1,2,2,19,6,4,7,2,1, , , ,1, ,7,3,1,5,3, , ,1,1.3824574,1.0172188
102054,2,1,180108,1,2,20,4,S,2,1,1,1,2,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,1, , , , ,4,2,1,5, ,1,1,free exchange of news,1,1,20,1,1,1,70,1,8,5,2,1, , , ,1, ,7,3,2,2,2, , ,1,0.3761749,0.4953131
102055,2,1,180108,1,3,22,2, ,2,1,1,1,2,2, , , ,1,1,2,1,2,2,2,1,1,1,2,2,2, , ,1,1,1,3,2,2,3,1,1,more information,1,2,0, , , ,50,3,4,1,2,3,2,1, ,4, ,99,9,9,9,9, , ,2,1.309292,1.2769235
102056,2,1,180108,1,3,48,5,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,1,1, , ,3, ,3,3,2,2,4,1,1,global dloobalization,8,1,2,1,2,2,50,1,4,1,2,1, , , ,1, ,6,2, ,3,3, , ,1,2.0267869,1.8691528
102057,2,1,180108,1,3,22,2,R,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,2, , ,2,1,"limitations on what people can say, no privacy",7, ,6,1,2,2,67,1,2,3,2,2, , , ,2, ,2,2, ,2,2, , ,2,1.2470413,1.3675713
102058,2,1,180108,1,3,45,3,S,2,2,1,1,3,2, , , ,2,1,1,1,2,2,2,1,2,2,2,2,2, , ,3, , ,4,4,3,3,1,1,you can communicate easily as well access information quickly,2,1,4,1,2,2,80,3,7,3,2,1, , , ,1, ,4,4,1,1, , , ,2,0.5495762,0.7404941
102059,2,1,180108,1,4,2,1,U,2,1,1,1,3,1,2, , ,1,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2, ,1,1,information that is available,1,1,15,1,2,1,67,1,4,3,2,5, , , ,5, ,3,1, ,2,2, , ,2,1.2031847,1.3300258
102060,2,1,180108,1,2,55,1,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,2, , ,2, ,3,3,2,3,4,3, , ,9,1,2,1,2,2,35,1,4,1,2,1, , , ,1, ,5,1, ,4,2, , ,1,1.2669088,1.3820497
102062,2,1,180108,1,3,48,5,U,2,1,1,1,2,1,2, , ,1,2,1,1,2,2,2,2,1,1,2,2,2, , , ,1,1,2,1,1, ,1,1,lets you connect with people around the world when you were not able to,2,1,0, , , ,30,6,4,1,2,3, , , ,3, ,5,3,2,4,4, , ,1,1.6194533,1.3328809
102063,2,1,180109,1,3,47,4, ,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,1,1,2,2,2, , ,1,1,3,2,1,4,3,1,1,because you can get google to help with you,1,1,98,1,2,2,19,6,4,1,2,2, , , ,2, ,99,9,9,9,9, , ,9,1.5797585,1.0221201
102065,2,1,180108,1,1,42,3,S,2,1,1,2,3,2, , , ,2,1,2,1,2,2,2,1,2,1,2,2,2, , ,5, ,4,3,1,3,4,1,1,research they can do and the communication skills they can have,1,1,3,1,2,2,70,1,5,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,0.7570218,1.0747227
102066,2,1,180108,1,4,53,2,U,2,1,1,1,2,1,2, , ,2,1,1,1,2,1,2,1,1,1,2,2,1,1, ,1,3,1,1,1,3,3,1,1,get more detail with life,1,1,17,1,2,2,60,1,2,6,2,1, , , ,1, ,1,3,2,1, , , ,1,0.7913907,1.4367818
102067,2,1,180108,1,4,8,5,U,2,1,1,1,2,2, , , ,1,1,1,1,1,2,1,2,1,1,2,2,2, ,3, ,1,3,4,4,4,4,1,1,makes info acceptable connects us all,2,1,6,1,1,2,20,6,3,1,2,2, , , ,2, ,98,3,2,3,2, , ,2,0.8895529,0.6034795
102068,2,1,180108,1,4,15,4,S,2,1,1,1,3,2, , , ,1,1,2,1,1,2,1,1,2,1,1,2,2, ,8,8, ,4,4,4,4,4,1,1,google,8,1,30,1,2,1,21,6,3,1,2,1, , , ,1, ,6,1, ,1, , , ,2,1.0893611,0.7421736
102069,2,1,180108,1,4,41,1, ,2,1,1,1,2,1,2, , ,1,1,1,1,2,1,2,1,2,1,1,2,1,3, ,3, ,3,4,5,5,4,1,1,communication,2,1,20,1,2,2,99,9,8,99,9,9, , , ,9, ,99,9,9,9,9, , ,2,0.4990472,0.4777649
102070,2,1,180108,1,4,8,3,S,2,1,1,1,1,1,2, , ,1,1,2,1,1,2,2,1,1,1,2,2,1, , ,1,1,1,2,1,1,1,1,1,"it does not discriminate, a way for everyone to come together",2,1,13,1,2,1,19,6,3,7,2,3, , , ,3, ,8,3,2,5,5, , ,1,1.1088293,0.9892787
